"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Nr4a1"	0.717	0.219	1.214	12.549	3.042	0.0074	0.0175	0.118
"Sypl2"	-0.369	-0.626	-0.113	5.666	-3.04	0.00743	0.0176	0.186
"Erlin1"	0.431	0.132	0.73	7.379	3.04	0.00744	0.0176	0.181
"Creb1"	0.326	0.1	0.553	7.774	3.039	0.00744	0.0176	0.086
"Cideb"	0.377	0.115	0.64	4.717	3.039	0.00744	0.0176	0.402
"Odf2"	-0.242	-0.409	-0.074	11.271	-3.038	0.00746	0.0176	0.111
"Olr1261"	-0.617	-1.046	-0.188	4.435	-3.038	0.00747	0.0176	0.094
"Dhfr"	0.636	0.194	1.077	8.162	3.037	0.00747	0.0177	0.163
"RGD1563150"	0.917	0.28	1.555	3.157	3.037	0.00748	0.0177	0.07
"Olr1423"	0.423	0.129	0.716	9.76	3.037	0.00748	0.0177	0.281
"Amh"	-0.61	-1.034	-0.186	6.917	-3.036	0.00749	0.0177	0.057
"Cdc25c"	1.102	0.336	1.869	5.104	3.035	0.00751	0.0177	0.154
"Gnpat"	-0.389	-0.66	-0.118	11.207	-3.034	0.00753	0.0178	0.397
"Galt"	0.345	0.105	0.585	11.694	3.033	0.00754	0.0178	0.348
"Rxfp1"	-1.398	-2.372	-0.425	2.444	-3.033	0.00754	0.0178	0.184
"Slc2a3"	-0.88	-1.493	-0.268	5.679	-3.032	0.00756	0.0178	0.421
"Dnai1"	-0.47	-0.796	-0.143	7.992	-3.032	0.00756	0.0178	0.253
"Clstn1"	-0.53	-0.899	-0.161	8.336	-3.031	0.00757	0.0179	0.319
"Kif21b"	-0.526	-0.892	-0.16	5.502	-3.031	0.00757	0.0179	0.183
"Uba5"	-0.254	-0.43	-0.077	11.882	-3.031	0.00757	0.0179	0.084
"Tmed1"	0.329	0.1	0.559	9.011	3.03	0.00758	0.0179	0.358
"Dpm1"	-0.275	-0.466	-0.083	12.579	-3.03	0.00759	0.0179	0.104
"Fbl"	0.234	0.071	0.397	14.984	3.026	0.00765	0.018	0.755
"Cherp"	0.363	0.11	0.616	10.514	3.026	0.00765	0.018	0.102
"Epgn"	-1.683	-2.856	-0.509	2.801	-3.026	0.00765	0.018	0.237
"Rps6ka5"	-0.327	-0.555	-0.099	9.633	-3.025	0.00767	0.0181	0.129
"Sh3bp5"	0.319	0.097	0.542	11.726	3.025	0.00767	0.0181	0.194
"Dnali1"	0.58	0.175	0.986	9.687	3.024	0.00768	0.0181	0.309
"Scn9a"	-0.708	-1.202	-0.214	6.599	-3.024	0.00768	0.0181	0.222
"Pgrmc2"	-0.335	-0.569	-0.101	8.444	-3.024	0.00769	0.0181	0.116
"Slc17a7"	-1.244	-2.113	-0.375	2.361	-3.021	0.00774	0.0182	0.562
"Etv1"	-0.572	-0.972	-0.172	11.256	-3.02	0.00775	0.0182	0.13
"Zmynd12"	0.614	0.185	1.044	5.894	3.019	0.00777	0.0183	0.361
"Mtss1"	-0.253	-0.43	-0.076	9.847	-3.019	0.00777	0.0183	0.099
"Gdi2"	-0.303	-0.515	-0.091	12.303	-3.018	0.00779	0.0183	0.266
"Cxcr5"	1.178	0.354	2.002	2.628	3.017	0.00781	0.0184	1.084
"Men1"	-0.329	-0.559	-0.099	14.455	-3.016	0.00781	0.0184	0.269
"Dgki"	-0.495	-0.842	-0.149	8.444	-3.015	0.00783	0.0184	0.329
"Ocrl"	-0.338	-0.575	-0.101	7.097	-3.015	0.00784	0.0184	0.394
"Rhot2"	-0.24	-0.407	-0.072	11.99	-3.015	0.00784	0.0184	0.633
"Olr1455"	0.518	0.155	0.88	7.804	3.015	0.00784	0.0184	0.094
"St6galnac3"	-0.472	-0.803	-0.142	11.798	-3.015	0.00784	0.0184	0.085
"Arl2"	-0.279	-0.474	-0.084	12.181	-3.014	0.00785	0.0185	0.076
"Stx12"	-0.211	-0.358	-0.063	11.869	-3.013	0.00786	0.0185	0.286
"Zc3h7a"	0.357	0.107	0.607	13.82	3.013	0.00786	0.0185	0.525
"Hectd1"	-0.244	-0.414	-0.073	9.887	-3.013	0.00787	0.0185	0.112
"Agk"	-0.286	-0.487	-0.086	8.381	-3.013	0.00788	0.0185	0.521
"Apold1"	-0.881	-1.498	-0.264	8.65	-3.012	0.00788	0.0185	0.168
"Hcn4"	-1.134	-1.928	-0.339	3.756	-3.011	0.00791	0.0186	0.151
"Dpysl3"	0.573	0.171	0.976	9.027	3.007	0.00796	0.0187	0.477
"LOC301444"	0.677	0.202	1.152	11.278	3.007	0.00796	0.0187	0.71
"Eif3h"	0.29	0.086	0.493	10.83	3.007	0.00797	0.0187	0.166
"Casr"	-1.082	-1.842	-0.322	9.051	-3.007	0.00798	0.0187	0.049
"Cap2"	-0.362	-0.616	-0.108	9.885	-3.007	0.00798	0.0187	0.155
"Degs1"	-0.214	-0.365	-0.064	15.312	-3.006	0.00798	0.0187	0.108
"Lhpp"	-0.348	-0.592	-0.104	14.999	-3.006	0.00798	0.0187	0.362
"Os9"	0.312	0.093	0.531	10.002	3.005	0.008	0.0188	0.492
"Icos"	0.94	0.28	1.6	5.016	3.005	0.00801	0.0188	0.817
"Hus1"	-0.448	-0.763	-0.133	5.462	-3.005	0.00801	0.0188	0.546
"Serpina3n"	1.148	0.342	1.955	5.703	3.004	0.00801	0.0188	0.141
"Xylt2"	0.466	0.138	0.793	9.146	3.004	0.00802	0.0188	0.121
"Eef1b2"	0.206	0.061	0.35	14.928	3.003	0.00803	0.0188	0.123
"Ccl25"	-1.051	-1.789	-0.312	3.598	-3.002	0.00805	0.0189	0.214
"Nup205"	0.272	0.081	0.463	11.21	3.001	0.00808	0.0189	0.285
"Capn1"	0.767	0.227	1.306	6.805	3	0.00809	0.0189	0.416
"Cox8b"	-0.561	-0.955	-0.166	5.486	-2.999	0.00811	0.019	0.446
"Rln1"	-1.717	-2.926	-0.508	6.511	-2.998	0.00812	0.019	0.17
"Rcan3"	0.31	0.092	0.529	7.788	2.998	0.00812	0.019	0.365
"Ogdhl"	-0.53	-0.903	-0.157	7.909	-2.997	0.00813	0.019	0.322
"Polrmt"	-0.255	-0.435	-0.075	13.201	-2.997	0.00814	0.019	0.171
"Carf"	0.366	0.108	0.623	6.518	2.997	0.00815	0.0191	0.136
"Fam217a"	-0.346	-0.59	-0.102	1.672	-2.997	0.00815	0.0191	0.111
"Rspo3"	-0.771	-1.314	-0.228	8.138	-2.997	0.00815	0.0191	0.147
"Grb14"	-0.699	-1.192	-0.207	9.668	-2.996	0.00816	0.0191	0.178
"Rps17"	0.198	0.058	0.337	17.143	2.996	0.00816	0.0191	0.337
"Zap70"	-0.588	-1.003	-0.174	8.474	-2.995	0.00818	0.0191	0.118
"Zfhx2"	-1.346	-2.296	-0.397	4.156	-2.994	0.00819	0.0191	0.396
"Ergic3"	0.308	0.091	0.525	13.276	2.994	0.0082	0.0192	0.594
"Klhl2"	-0.459	-0.782	-0.135	8.287	-2.994	0.0082	0.0192	0.27
"Abca5"	-0.69	-1.177	-0.204	5.795	-2.993	0.00821	0.0192	0.161
"Ptpn12"	0.398	0.117	0.678	6.354	2.993	0.00821	0.0192	0.45
"Nudt8"	-0.282	-0.482	-0.083	10.272	-2.992	0.00822	0.0192	0.315
"Sh2d3c"	-0.374	-0.638	-0.11	11.464	-2.992	0.00824	0.0192	0.213
"LOC680405"	0.838	0.246	1.43	11.231	2.987	0.00831	0.0194	0.154
"Ppm1d"	0.439	0.129	0.75	7.599	2.986	0.00833	0.0194	0.569
"Fbxl17"	-0.245	-0.418	-0.072	6.461	-2.986	0.00834	0.0195	0.112
"Esrrb"	-0.494	-0.843	-0.145	4.598	-2.985	0.00836	0.0195	0.121
"Klb"	-0.968	-1.653	-0.284	2.046	-2.985	0.00836	0.0195	0.069
"Csgalnact1"	0.255	0.074	0.435	10.632	2.983	0.00839	0.0196	0.314
"Tfdp2"	-0.218	-0.373	-0.064	9.048	-2.982	0.0084	0.0196	0.084
"Hpd"	1.477	0.431	2.522	6.001	2.982	0.00841	0.0196	0.546
"Laptm4b"	0.425	0.124	0.726	12.729	2.981	0.00843	0.0197	0.19
"Asb11"	-1.622	-2.771	-0.473	4.398	-2.98	0.00844	0.0197	0.664
"Pole"	0.632	0.184	1.081	7.356	2.979	0.00846	0.0197	1.522
"RT1-Db1"	1.253	0.365	2.141	8.773	2.979	0.00846	0.0197	0.094
"Lyar"	0.232	0.068	0.397	12.093	2.979	0.00847	0.0197	0.274
"Mapk1ip1"	-0.294	-0.503	-0.086	12.588	-2.978	0.00847	0.0197	1.046
"Mzf1"	0.362	0.106	0.619	7.586	2.978	0.00847	0.0197	0.832
"Bcl11a"	-1.172	-2.003	-0.341	2.005	-2.978	0.00848	0.0198	0.113
"RGD1559647"	-0.393	-0.672	-0.114	7.357	-2.976	0.00851	0.0198	0.339
"RGD1562088"	0.392	0.114	0.669	4.557	2.976	0.00851	0.0198	0.112
"Fundc1"	-0.364	-0.622	-0.106	9.332	-2.976	0.00852	0.0198	0.543
"Chst8"	-0.698	-1.193	-0.203	6.294	-2.976	0.00852	0.0198	0.118
"Diaph2"	1.381	0.401	2.361	3.384	2.975	0.00853	0.0199	0.223
"Slc25a39"	0.362	0.105	0.619	11.832	2.974	0.00855	0.0199	0.183
"Ypel5"	-0.33	-0.564	-0.096	11.185	-2.974	0.00855	0.0199	0.08
"Col4a2"	0.862	0.25	1.473	8.803	2.973	0.00856	0.0199	0.147
"Cyp2t1"	0.342	0.099	0.585	8.468	2.973	0.00857	0.0199	0.227
"Bloc1s2"	-0.416	-0.712	-0.121	11.98	-2.973	0.00858	0.0199	0.128
"Alk"	0.852	0.247	1.457	5.072	2.972	0.00858	0.02	0.516
"Nap1l4"	-0.353	-0.603	-0.102	11.693	-2.972	0.00858	0.02	0.073
"Chrdl1"	0.619	0.179	1.059	8.345	2.97	0.00862	0.02	0.615
"Aurka"	0.702	0.203	1.201	9.448	2.97	0.00862	0.02	0.119
"Wdr33"	0.47	0.136	0.805	9.251	2.967	0.00868	0.0202	0.289
"Gale"	-0.503	-0.862	-0.145	10.762	-2.967	0.00869	0.0202	0.356
"Ccdc88b"	0.534	0.154	0.914	8.05	2.966	0.00869	0.0202	0.209
"Cyb5r3"	0.284	0.082	0.487	11.764	2.966	0.00871	0.0202	0.092
"Olr203"	-1.249	-2.138	-0.36	2.767	-2.965	0.00871	0.0202	0.127
"Npm1"	0.254	0.073	0.436	13.849	2.965	0.00871	0.0202	0.231
"Cryl1"	-0.236	-0.404	-0.068	13.041	-2.965	0.00872	0.0202	0.215
"Lipc"	0.99	0.285	1.694	4.525	2.964	0.00873	0.0203	0.122
"Grin2b"	-0.952	-1.629	-0.274	4.666	-2.964	0.00873	0.0203	0.577
"Fitm1"	1.503	0.433	2.573	5.331	2.964	0.00873	0.0203	0.524
"LOC317456"	-0.327	-0.559	-0.094	9.463	-2.964	0.00874	0.0203	0.24
"Casq1"	-0.664	-1.137	-0.191	6.584	-2.961	0.00878	0.0204	0.274
"RGD1562381"	1.19	0.341	2.038	13.609	2.96	0.00881	0.0204	0.14
"Fam118b"	0.336	0.096	0.576	9.774	2.96	0.00882	0.0204	0.334
"Abcd1"	-0.356	-0.611	-0.102	7.512	-2.959	0.00882	0.0205	0.138
"Ift172"	-0.231	-0.395	-0.066	11.976	-2.959	0.00883	0.0205	0.184
"Rfx4"	0.617	0.177	1.057	11.253	2.959	0.00883	0.0205	0.239
"Uckl1"	0.262	0.075	0.448	12.67	2.958	0.00884	0.0205	0.181
"Wsb2"	-0.288	-0.494	-0.083	11.811	-2.956	0.00888	0.0206	0.144
"Kmo"	1.72	0.492	2.949	6.578	2.956	0.00889	0.0206	0.147
"Opn3"	-0.46	-0.789	-0.131	8.002	-2.954	0.00891	0.0207	0.161
"Cct6a"	-0.569	-0.976	-0.163	8.617	-2.954	0.00892	0.0207	0.119
"Far1"	-0.382	-0.655	-0.109	9.591	-2.954	0.00892	0.0207	0.197
"Vps52"	0.38	0.108	0.651	11.423	2.954	0.00892	0.0207	0.148
"Rad9a"	0.33	0.094	0.566	8.238	2.954	0.00893	0.0207	0.138
"Ncam2"	-0.543	-0.931	-0.155	6.29	-2.953	0.00895	0.0207	0.315
"Trappc9"	-0.405	-0.695	-0.115	10.051	-2.951	0.00897	0.0208	0.413
"Smcr8"	0.489	0.139	0.838	4.976	2.951	0.00898	0.0208	0.148
"Usp5"	-0.408	-0.7	-0.116	9.047	-2.951	0.00898	0.0208	0.152
"Abca3"	0.258	0.073	0.443	10.238	2.95	0.00901	0.0208	0.293
"Olr1014"	-1.648	-2.827	-0.468	1.669	-2.949	0.00902	0.0209	0.106
"Tmem9b"	0.25	0.071	0.428	11.954	2.949	0.00902	0.0209	0.152
"Mrpl33"	-0.179	-0.307	-0.051	14.016	-2.948	0.00904	0.0209	0.182
"Slc2a2"	-0.821	-1.408	-0.233	2.619	-2.947	0.00906	0.0209	0.174
"Cdc42bpb"	0.245	0.069	0.42	10.486	2.946	0.00907	0.021	0.221
"Plekho2"	1.348	0.382	2.314	12.61	2.946	0.00908	0.021	0.085
"Hmga1"	-0.569	-0.978	-0.161	7.688	-2.944	0.00911	0.0211	0.269
"Chchd7"	-0.362	-0.622	-0.103	13.081	-2.943	0.00912	0.0211	0.247
"Plekha3"	-0.218	-0.374	-0.062	11.201	-2.943	0.00912	0.0211	0.178
"Fgd4"	0.402	0.114	0.691	8.407	2.943	0.00913	0.0211	0.16
"Wdr74"	-0.179	-0.308	-0.051	12.837	-2.94	0.00919	0.0212	0.32
"Ppp2r5b"	-0.421	-0.724	-0.119	10.595	-2.939	0.00922	0.0213	0.345
"Chd6"	-0.23	-0.394	-0.065	9.642	-2.938	0.00922	0.0213	0.259
"Klhl35"	-0.473	-0.813	-0.133	10.526	-2.937	0.00924	0.0213	0.119
"Sytl5"	-0.921	-1.583	-0.259	6.178	-2.937	0.00925	0.0213	0.1
"Pde11a"	-0.744	-1.278	-0.209	4.865	-2.936	0.00926	0.0214	0.119
"Usp15"	0.323	0.091	0.555	9.738	2.936	0.00927	0.0214	0.09
"Nol4"	-0.834	-1.434	-0.234	4.691	-2.935	0.00928	0.0214	0.226
"Cpne7"	-0.933	-1.604	-0.262	5.687	-2.935	0.00928	0.0214	0.208
"Litaf"	0.354	0.099	0.608	9.556	2.935	0.00928	0.0214	0.417
"Chrna1"	-1.486	-2.554	-0.417	3.835	-2.935	0.00929	0.0214	0.166
"ATP6"	-0.473	-0.813	-0.133	16.72	-2.934	0.00931	0.0215	0.094
"Mettl26"	0.434	0.122	0.746	11.392	2.934	0.00931	0.0215	0.144
"Slc16a2"	0.607	0.17	1.044	4.99	2.934	0.00931	0.0215	0.107
"Tex15"	-1.075	-1.848	-0.302	5.715	-2.934	0.00931	0.0215	0.229
"Fhit"	-0.35	-0.602	-0.098	10.35	-2.934	0.00932	0.0215	0.122
"Wwp2"	0.38	0.107	0.653	10.71	2.933	0.00932	0.0215	0.096
"Surf1"	-0.233	-0.4	-0.065	13.658	-2.933	0.00932	0.0215	0.886
"Olr400"	-0.843	-1.45	-0.236	3.763	-2.933	0.00932	0.0215	0.219
"Ppp1r9b"	0.27	0.076	0.464	11.463	2.932	0.00934	0.0215	0.332
"LOC689530"	0.43	0.12	0.74	12.719	2.932	0.00935	0.0215	0.364
"Rnps1"	0.173	0.049	0.298	13.15	2.93	0.00938	0.0216	0.155
"Cd7"	0.793	0.222	1.365	6.395	2.93	0.00938	0.0216	0.131
"F2rl3"	0.877	0.245	1.509	5.057	2.93	0.00939	0.0216	0.171
"Thtpa"	-0.346	-0.594	-0.097	9.529	-2.93	0.00939	0.0216	0.235
"Parl"	-0.224	-0.385	-0.063	11.978	-2.929	0.00941	0.0217	0.228
"Nus1"	-0.413	-0.711	-0.115	9.752	-2.929	0.00942	0.0217	0.212
"Zfp462"	0.244	0.068	0.42	7.736	2.928	0.00942	0.0217	0.101
"Vezt"	-0.37	-0.637	-0.103	10.013	-2.928	0.00944	0.0217	0.577
"Ywhab"	-0.241	-0.414	-0.067	14.742	-2.927	0.00944	0.0217	0.276
"Rpp21"	0.168	0.047	0.29	12.735	2.926	0.00947	0.0218	0.094
"Ttc38"	0.49	0.137	0.843	5.939	2.926	0.00947	0.0218	0.131
"Gcat"	-0.384	-0.661	-0.107	9.976	-2.926	0.00947	0.0218	0.131
"Ets2"	0.386	0.108	0.665	9.156	2.924	0.0095	0.0218	0.192
"Pwwp2b"	-0.478	-0.823	-0.133	8.425	-2.923	0.00952	0.0219	0.259
"Olr235"	-0.377	-0.649	-0.105	5.037	-2.922	0.00954	0.0219	0.258
"Msl3l2"	1.321	0.367	2.275	13.233	2.922	0.00954	0.0219	0.123
"Trex2"	0.93	0.258	1.601	2.227	2.921	0.00956	0.022	0.086
"Serbp1"	0.297	0.082	0.512	14.511	2.921	0.00958	0.022	0.08
"Dlgap2"	-1.25	-2.154	-0.347	5.577	-2.92	0.00958	0.022	0.089
"Olr1280"	-0.726	-1.251	-0.201	4.457	-2.92	0.00959	0.022	0.334
"Elfn2"	-0.593	-1.022	-0.164	6.854	-2.919	0.00961	0.0221	0.134
"Klf10"	0.45	0.124	0.775	9.872	2.918	0.00962	0.0221	0.107
"Kcnj16"	-0.404	-0.696	-0.112	11.305	-2.918	0.00963	0.0221	0.119
"Rps28"	0.16	0.044	0.275	13.25	2.917	0.00964	0.0221	0.099
"LOC685619"	-0.221	-0.381	-0.061	11.869	-2.917	0.00965	0.0221	0.132
"Nr2f1"	0.378	0.104	0.651	11.465	2.917	0.00965	0.0221	0.101
"Mmrn1"	2.054	0.568	3.54	4.095	2.917	0.00965	0.0221	0.147
"Rassf3"	0.405	0.112	0.698	7.783	2.917	0.00965	0.0221	0.237
"Iffo1"	0.457	0.126	0.788	10.169	2.917	0.00966	0.0221	0.09
"LOC678715"	-0.406	-0.699	-0.112	10.809	-2.916	0.00967	0.0222	0.146
"Naga"	0.32	0.088	0.552	9.39	2.916	0.00968	0.0222	0.116
"Ptpn11"	-0.311	-0.536	-0.086	14.343	-2.916	0.00968	0.0222	0.092
"Nmnat3"	0.39	0.108	0.673	10.299	2.915	0.00968	0.0222	0.129
"Tbc1d10b"	-0.375	-0.646	-0.103	8.338	-2.915	0.00969	0.0222	0.243
"Twist2"	0.32	0.088	0.552	3.414	2.915	0.00969	0.0222	0.224
"Cnpy4"	0.399	0.11	0.688	9.495	2.914	0.0097	0.0222	0.314
"Nr1d1"	-0.78	-1.344	-0.215	8.712	-2.913	0.00973	0.0223	0.267
"RGD1563232"	-0.759	-1.31	-0.209	3.72	-2.913	0.00973	0.0223	0.116
"Fchsd1"	0.371	0.102	0.64	6.849	2.913	0.00974	0.0223	0.189
"U2af1l4"	-0.266	-0.46	-0.073	9.544	-2.912	0.00975	0.0223	0.146
"Ddx31"	0.707	0.194	1.22	7.574	2.909	0.00982	0.0225	0.453
"Jmjd8"	0.431	0.118	0.744	8.52	2.908	0.00983	0.0225	0.206
"RGD1304728"	0.423	0.116	0.731	6.751	2.907	0.00986	0.0226	0.163
"Gnrh1"	-0.402	-0.693	-0.11	7.799	-2.907	0.00986	0.0226	0.171
"Abcc5"	-0.242	-0.417	-0.066	11.854	-2.906	0.00987	0.0226	0.092
"Hspb6"	-0.298	-0.514	-0.081	9.544	-2.906	0.00988	0.0226	0.157
"Grid1"	-0.582	-1.005	-0.159	6.957	-2.905	0.00989	0.0226	0.148
"Nutf2"	0.329	0.09	0.568	8.908	2.905	0.0099	0.0226	0.465
"Slc27a6"	-0.744	-1.285	-0.203	5.335	-2.904	0.00991	0.0226	0.122
"Ifnb1"	1.388	0.379	2.396	3.217	2.904	0.00993	0.0227	0.12
"St7l"	-0.426	-0.736	-0.116	12.942	-2.903	0.00995	0.0227	0.118
"Ell2"	-0.292	-0.505	-0.08	8.395	-2.902	0.00996	0.0227	0.098
"Tdp1"	0.374	0.102	0.646	9.117	2.902	0.00997	0.0228	0.162
"Col9a3"	0.329	0.09	0.568	9.875	2.901	0.00998	0.0228	0.447
"Mrpl16"	-0.215	-0.372	-0.059	9.784	-2.901	0.00999	0.0228	0.205
"Gap43"	-0.446	-0.771	-0.121	14.442	-2.9	0.01	0.0228	0.17
"Cpped1"	0.587	0.16	1.014	8.101	2.9	0.01	0.0228	0.155
"Auts2"	-0.416	-0.72	-0.113	7.655	-2.9	0.01	0.0228	0.15
"Leng8"	0.816	0.222	1.41	6.021	2.899	0.01	0.0228	0.102
"Mlycd"	-0.242	-0.418	-0.066	12.353	-2.899	0.01	0.0229	0.225
"Dcst2"	-0.307	-0.53	-0.083	8.198	-2.899	0.01	0.0229	0.161
"Abcb6"	-0.238	-0.411	-0.065	11.777	-2.899	0.01	0.0229	0.195
"Nfix"	0.261	0.071	0.451	11.854	2.898	0.01	0.0229	0.077
"Aqp1"	1.892	0.514	3.271	7.792	2.898	0.01	0.0229	0.076
"Olr1130"	-0.433	-0.748	-0.118	8.205	-2.898	0.01	0.0229	0.079
"Xrcc4"	-0.491	-0.848	-0.133	8.681	-2.898	0.0101	0.0229	0.075
"Psph"	-0.303	-0.523	-0.082	11.094	-2.897	0.0101	0.0229	0.105
"Slc13a3"	-0.491	-0.849	-0.133	14.889	-2.897	0.0101	0.023	0.087
"Prodh2"	-0.761	-1.315	-0.206	7.546	-2.896	0.0101	0.023	0.545
"Grxcr1"	1.451	0.393	2.508	9.677	2.896	0.0101	0.023	0.056
"Scamp5"	-0.457	-0.79	-0.124	8.026	-2.895	0.0101	0.023	0.198
"Vcp"	0.42	0.114	0.726	13.907	2.893	0.0102	0.0231	0.198
"Ccng2"	0.431	0.117	0.746	7.908	2.893	0.0102	0.0231	0.265
"Inpp5b"	0.432	0.117	0.747	9.063	2.891	0.0102	0.0232	0.174
"LOC500845"	0.531	0.143	0.918	4.219	2.891	0.0102	0.0232	0.294
"Acox3"	0.537	0.145	0.928	5.696	2.89	0.0102	0.0232	0.213
"Derl3"	-0.444	-0.768	-0.12	6.732	-2.89	0.0102	0.0233	0.079
"Jag1"	0.576	0.155	0.997	8.814	2.89	0.0102	0.0233	0.145
"Taf1"	-0.276	-0.477	-0.074	6.777	-2.889	0.0102	0.0233	0.28
"Atp6v0a1"	-0.254	-0.439	-0.068	9.581	-2.888	0.0102	0.0233	0.451
"Mcoln1"	-0.261	-0.452	-0.07	12.762	-2.887	0.0103	0.0234	0.359
"Myt1"	-0.768	-1.33	-0.207	4.26	-2.887	0.0103	0.0234	0.522
"Pycr2"	-0.256	-0.444	-0.069	12.012	-2.886	0.0103	0.0234	0.118
"Idh1"	-0.285	-0.493	-0.076	12.437	-2.886	0.0103	0.0234	0.186
"Ccr5"	0.392	0.105	0.679	9.858	2.885	0.0103	0.0234	0.112
"Nfil3"	0.431	0.116	0.746	9.875	2.885	0.0103	0.0235	0.204
"Olr144"	-1.005	-1.74	-0.269	1.793	-2.884	0.0103	0.0235	0.398
"Mfap1a"	0.322	0.086	0.557	10.789	2.884	0.0103	0.0235	0.182
"Notch3"	0.368	0.099	0.637	15.297	2.884	0.0103	0.0235	0.079
"Nkd1"	-0.491	-0.85	-0.132	11.666	-2.883	0.0104	0.0235	0.087
"Rasgrf2"	-0.971	-1.682	-0.26	4.318	-2.883	0.0104	0.0235	0.095
"Fmo2"	1.226	0.328	2.124	7.776	2.882	0.0104	0.0236	0.212
"Rnasek"	-0.218	-0.378	-0.058	13.481	-2.88	0.0104	0.0237	0.343
"Vsig1"	1.078	0.288	1.869	1.901	2.879	0.0104	0.0237	0.212
"Siva1"	0.368	0.098	0.638	12.251	2.879	0.0105	0.0237	0.154
"Parp6"	-0.495	-0.859	-0.132	7.009	-2.878	0.0105	0.0238	0.869
"Fbn2"	0.656	0.175	1.137	7.393	2.877	0.0105	0.0238	0.645
"Celsr2"	-0.513	-0.89	-0.137	7.737	-2.877	0.0105	0.0238	0.675
"Riok3"	0.326	0.087	0.566	9.786	2.873	0.0106	0.024	0.566
"Gstcd"	0.537	0.142	0.931	6.246	2.873	0.0106	0.024	0.286
"Cesl1"	-1.156	-2.005	-0.307	2.848	-2.872	0.0106	0.024	0.11
"Vrk2"	0.455	0.121	0.789	7.41	2.872	0.0106	0.024	0.364
"Bglap"	-0.905	-1.57	-0.239	6.469	-2.87	0.0107	0.0242	0.5
"Tmem184b"	0.345	0.091	0.598	8.691	2.87	0.0107	0.0242	0.217
"Rasgrp1"	-1.307	-2.268	-0.346	2.453	-2.869	0.0107	0.0242	0.264
"Aph1a"	0.413	0.109	0.717	11.762	2.869	0.0107	0.0242	0.12
"Ankrd22"	-1.932	-3.354	-0.51	2.425	-2.867	0.0107	0.0243	0.253
"Nsfl1c"	-0.222	-0.386	-0.059	13.454	-2.867	0.0107	0.0243	0.294
"Taf1c"	0.305	0.081	0.53	8.354	2.867	0.0107	0.0243	0.569
"Bcar1"	0.571	0.151	0.992	11.298	2.867	0.0107	0.0243	0.504
"LOC367117"	-0.386	-0.67	-0.102	8.73	-2.867	0.0107	0.0243	0.203
"Bicd2"	-0.18	-0.313	-0.048	12.477	-2.867	0.0107	0.0243	0.147
"Mrfap1"	-0.483	-0.839	-0.127	13.18	-2.866	0.0107	0.0243	0.118
"Alkbh7"	-0.328	-0.569	-0.086	9.542	-2.866	0.0107	0.0243	0.126
"Tns1"	0.289	0.076	0.503	8.458	2.864	0.0108	0.0244	0.078
"Hat1"	-0.233	-0.405	-0.061	9.897	-2.863	0.0108	0.0245	0.212
"Sgcb"	-0.401	-0.696	-0.105	10.452	-2.862	0.0108	0.0245	0.18
"Rpl13a"	0.222	0.058	0.386	16.855	2.861	0.0109	0.0246	0.164
"Prlhr"	0.696	0.182	1.209	5.248	2.86	0.0109	0.0246	0.264
"Kif3b"	-0.252	-0.438	-0.066	9.947	-2.86	0.0109	0.0246	0.211
"Zfp780b-ps1"	-0.402	-0.699	-0.105	5.795	-2.86	0.0109	0.0246	0.349
"Coch"	0.724	0.19	1.258	7.178	2.86	0.0109	0.0246	0.184
"Gfi1"	1.171	0.307	2.036	2.757	2.859	0.0109	0.0246	0.741
"Smc1b"	0.878	0.23	1.527	3.568	2.859	0.0109	0.0246	0.469
"Exoc5"	-0.354	-0.615	-0.093	7.327	-2.859	0.0109	0.0246	0.095
"Ryk"	0.385	0.101	0.67	8.891	2.858	0.0109	0.0247	0.098
"Med1"	0.323	0.084	0.562	7.346	2.858	0.0109	0.0247	0.148
"Nr2f6"	-0.231	-0.402	-0.06	11.152	-2.856	0.011	0.0248	0.153
"Cpe"	-0.326	-0.566	-0.085	14.981	-2.856	0.011	0.0248	0.078
"Crebl2"	-0.612	-1.064	-0.16	9.628	-2.856	0.011	0.0248	0.068
"Trpm3"	-0.456	-0.792	-0.119	5.588	-2.855	0.011	0.0248	0.091
"M6pr"	0.437	0.114	0.759	11.316	2.855	0.011	0.0248	0.119
"Ptch2"	-0.376	-0.654	-0.098	6.398	-2.855	0.011	0.0248	0.159
"Slc9a1"	-0.201	-0.35	-0.052	14.706	-2.854	0.011	0.0249	0.317
"Rbm4b"	-0.238	-0.413	-0.062	11.083	-2.854	0.011	0.0249	0.258
"Dazap2"	0.277	0.072	0.482	12.515	2.853	0.0111	0.0249	0.602
"RGD1561843"	0.5	0.13	0.869	11.132	2.852	0.0111	0.0249	0.335
"Tmem128"	-0.26	-0.452	-0.068	12.887	-2.852	0.0111	0.025	0.266
"Ubqln1"	-0.228	-0.396	-0.059	12.303	-2.852	0.0111	0.025	0.104
"Gzmf"	0.504	0.131	0.878	1.514	2.851	0.0111	0.025	0.105
"Arsa"	0.284	0.074	0.494	10.596	2.849	0.0111	0.0251	0.096
"Rrm2"	0.79	0.205	1.376	6.877	2.849	0.0111	0.0251	0.131
