"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Arf5"	-0.584	-0.789	-0.379	16.213	-6.014	1.43e-05	6.6e-05	0.142
"Wnt5b"	1.775	1.152	2.398	9.485	6.014	1.43e-05	6.61e-05	0.106
"Pth2r"	-1.477	-1.996	-0.959	4.896	-6.013	1.43e-05	6.61e-05	0.231
"Ifi44"	1.676	1.088	2.264	11.853	6.012	1.43e-05	6.63e-05	0.063
"Gabbr1"	-0.698	-0.943	-0.453	10.965	-6.012	1.43e-05	6.63e-05	0.229
"Sumo1"	-0.461	-0.623	-0.299	13.98	-6.011	1.44e-05	6.64e-05	0.258
"RGD1561440"	-0.708	-0.957	-0.459	7.503	-6.01	1.44e-05	6.65e-05	0.143
"Herc2"	-0.555	-0.75	-0.36	10.897	-6.008	1.44e-05	6.67e-05	1.042
"C1rl"	1.752	1.137	2.368	5.156	6.007	1.44e-05	6.68e-05	0.103
"Fbxl16"	-1.373	-1.856	-0.891	4.688	-6.007	1.44e-05	6.68e-05	0.1
"Espl1"	1.477	0.958	1.996	9.078	6.006	1.45e-05	6.69e-05	0.18
"Grin1"	-1.867	-2.524	-1.211	8.541	-6.006	1.45e-05	6.69e-05	0.085
"Armc8"	-0.609	-0.823	-0.395	7.607	-6.005	1.45e-05	6.7e-05	0.064
"Glmn"	-0.445	-0.602	-0.289	7.598	-6.004	1.45e-05	6.71e-05	0.275
"LOC680875"	1.087	0.705	1.47	11.924	6.002	1.46e-05	6.73e-05	0.249
"Raf1"	0.952	0.617	1.287	11.538	6.001	1.46e-05	6.75e-05	0.227
"Setbp1"	1.042	0.675	1.408	5.585	5.995	1.48e-05	6.82e-05	0.111
"Spag6l"	-1.124	-1.519	-0.728	5.304	-5.995	1.48e-05	6.82e-05	0.129
"Stxbp1"	-1.401	-1.894	-0.907	10.787	-5.995	1.48e-05	6.82e-05	0.106
"Slc46a1"	0.626	0.405	0.846	8.54	5.995	1.48e-05	6.82e-05	0.136
"Apoa4"	3.144	2.037	4.251	5.981	5.993	1.48e-05	6.84e-05	0.113
"Zdhhc7"	0.417	0.27	0.563	12.409	5.993	1.49e-05	6.84e-05	0.332
"Ell"	0.444	0.288	0.601	9.864	5.993	1.49e-05	6.85e-05	0.068
"Ctdp1"	0.525	0.34	0.71	7.958	5.991	1.49e-05	6.87e-05	0.072
"Mypn"	1.805	1.169	2.44	4.643	5.99	1.5e-05	6.88e-05	0.077
"Cartpt"	-1.554	-2.102	-1.006	9.523	-5.989	1.5e-05	6.88e-05	0.077
"Gtf2a1l"	1.038	0.672	1.404	5.915	5.989	1.5e-05	6.88e-05	0.167
"Rps26"	0.787	0.51	1.065	13.56	5.989	1.5e-05	6.88e-05	0.122
"Glt1d1"	-2.376	-3.214	-1.539	2.478	-5.989	1.5e-05	6.88e-05	0.063
"Leo1"	-0.538	-0.727	-0.348	11.877	-5.985	1.51e-05	6.94e-05	0.168
"Cdkl1"	-1.42	-1.922	-0.919	8.71	-5.982	1.52e-05	6.97e-05	0.177
"Pawr"	1.41	0.912	1.907	5.375	5.982	1.52e-05	6.97e-05	0.288
"Apbb3"	-0.933	-1.263	-0.604	9.279	-5.981	1.52e-05	6.98e-05	0.414
"Rnd1"	-2.05	-2.774	-1.326	10.239	-5.98	1.53e-05	7e-05	0.223
"Gja3"	-1.339	-1.812	-0.866	4.356	-5.979	1.53e-05	7.01e-05	0.236
"Ebf1"	-0.797	-1.078	-0.516	9.902	-5.978	1.53e-05	7.01e-05	0.308
"Bbs5"	-0.705	-0.954	-0.456	10.019	-5.978	1.53e-05	7.02e-05	0.102
"Ppp1r14a"	-0.827	-1.119	-0.535	14.433	-5.978	1.53e-05	7.02e-05	0.158
"Rrp1b"	0.663	0.429	0.897	8.413	5.975	1.54e-05	7.05e-05	0.204
"Prkx"	0.433	0.28	0.587	9.479	5.973	1.55e-05	7.08e-05	0.479
"Slc22a6"	2.435	1.574	3.295	5.242	5.972	1.55e-05	7.08e-05	0.139
"Slc12a2"	-0.531	-0.718	-0.343	9.042	-5.972	1.55e-05	7.09e-05	0.267
"Mpi"	0.482	0.312	0.653	11.836	5.968	1.56e-05	7.13e-05	0.076
"Nptx1"	-1.976	-2.675	-1.277	9.559	-5.967	1.56e-05	7.15e-05	0.144
"Khk"	-0.77	-1.042	-0.498	10.254	-5.967	1.56e-05	7.15e-05	0.187
"Sft2d2"	1.055	0.682	1.429	6.718	5.963	1.58e-05	7.21e-05	0.117
"Gnas"	-1.726	-2.337	-1.115	11.933	-5.961	1.58e-05	7.23e-05	0.129
"Mxra7"	-1.227	-1.661	-0.793	9.966	-5.961	1.58e-05	7.23e-05	0.254
"Edem2"	0.505	0.326	0.684	9.899	5.96	1.59e-05	7.24e-05	0.207
"Sptbn4"	-1.656	-2.243	-1.07	6.389	-5.959	1.59e-05	7.25e-05	0.199
"Gpr4"	1.534	0.99	2.077	8.816	5.958	1.59e-05	7.26e-05	0.424
"RT1-Db2"	2.478	1.6	3.355	10.145	5.958	1.59e-05	7.26e-05	0.325
"Mdga1"	0.891	0.576	1.207	7.37	5.958	1.59e-05	7.26e-05	0.182
"Msrb2"	-0.434	-0.587	-0.28	14.118	-5.958	1.59e-05	7.26e-05	0.436
"Rgs9"	-1.034	-1.4	-0.668	8.25	-5.957	1.59e-05	7.26e-05	0.089
"Gkn2"	-0.956	-1.294	-0.617	6.35	-5.957	1.6e-05	7.27e-05	0.121
"Efna3"	-1.231	-1.667	-0.795	7.573	-5.957	1.6e-05	7.27e-05	0.159
"Aff1"	0.966	0.624	1.309	5.768	5.955	1.6e-05	7.3e-05	0.218
"Cyld"	-0.487	-0.659	-0.314	8.27	-5.955	1.6e-05	7.3e-05	0.188
"Tmem196"	-1.782	-2.413	-1.15	5.227	-5.953	1.61e-05	7.31e-05	0.152
"Gfra4"	-1	-1.354	-0.645	4.514	-5.953	1.61e-05	7.32e-05	0.422
"Dnajc3"	0.687	0.444	0.931	11.028	5.953	1.61e-05	7.32e-05	0.212
"Lingo3"	-0.688	-0.933	-0.444	6.786	-5.948	1.62e-05	7.38e-05	0.219
"Tnfrsf4"	0.997	0.643	1.351	8.702	5.947	1.63e-05	7.39e-05	0.085
"Zfr"	-0.552	-0.748	-0.356	11.833	-5.946	1.63e-05	7.41e-05	0.122
"Pigf"	-0.404	-0.548	-0.261	10.031	-5.945	1.63e-05	7.42e-05	0.09
"Peg12"	-0.851	-1.153	-0.549	6.604	-5.945	1.63e-05	7.42e-05	0.241
"Rpia"	0.648	0.418	0.878	10.498	5.945	1.63e-05	7.42e-05	0.148
"Npy"	-0.971	-1.316	-0.626	13.669	-5.943	1.64e-05	7.43e-05	0.326
"Tm4sf1"	1.043	0.673	1.413	13.341	5.943	1.64e-05	7.43e-05	0.459
"Calb1"	-1.193	-1.616	-0.769	9.228	-5.943	1.64e-05	7.44e-05	0.132
"Arsi"	2.08	1.341	2.818	5.55	5.943	1.64e-05	7.44e-05	0.203
"Lmbr1"	-0.497	-0.674	-0.321	9.643	-5.942	1.64e-05	7.45e-05	0.143
"Ilf2"	-0.924	-1.252	-0.596	9.072	-5.94	1.65e-05	7.48e-05	0.114
"Oasl"	3.197	2.061	4.333	6.221	5.939	1.65e-05	7.48e-05	0.187
"RGD1305110"	-0.87	-1.179	-0.561	9.195	-5.939	1.65e-05	7.49e-05	0.144
"Tmem116"	-0.914	-1.239	-0.589	8.656	-5.935	1.67e-05	7.54e-05	0.395
"Tlcd1"	-0.843	-1.143	-0.543	9.602	-5.935	1.67e-05	7.54e-05	0.281
"Man2c1"	0.633	0.408	0.858	12.3	5.933	1.67e-05	7.57e-05	0.087
"Olr403"	0.867	0.559	1.175	6.144	5.933	1.67e-05	7.57e-05	0.14
"Tspyl4"	-1.619	-2.196	-1.043	11.074	-5.932	1.67e-05	7.57e-05	0.15
"Srpk2"	-0.776	-1.052	-0.5	12.313	-5.932	1.68e-05	7.57e-05	0.109
"Smpx"	-3.994	-5.416	-2.573	3.506	-5.932	1.68e-05	7.58e-05	0.073
"Rps5"	0.424	0.273	0.574	15.446	5.93	1.68e-05	7.6e-05	0.145
"Ubac1"	-0.693	-0.94	-0.446	10.331	-5.929	1.69e-05	7.62e-05	0.096
"Notch2"	0.925	0.596	1.254	7.066	5.927	1.69e-05	7.64e-05	0.08
"Malt1"	0.764	0.492	1.036	7.254	5.926	1.7e-05	7.65e-05	0.076
"Tmem202"	1.382	0.89	1.875	8.901	5.926	1.69e-05	7.65e-05	0.09
"Inppl1"	1.468	0.945	1.991	8.814	5.926	1.7e-05	7.65e-05	0.189
"Slc43a1"	2.376	1.53	3.222	4.95	5.926	1.7e-05	7.65e-05	0.165
"Fgd6"	1.124	0.724	1.525	7.531	5.924	1.7e-05	7.68e-05	0.069
"Lin7a"	-1.196	-1.622	-0.77	6.799	-5.923	1.71e-05	7.69e-05	0.107
"Blvrb"	0.473	0.305	0.642	13.284	5.921	1.71e-05	7.72e-05	0.12
"Irgq"	-0.726	-0.984	-0.467	9.41	-5.919	1.72e-05	7.75e-05	0.079
"Tsc22d3"	-0.65	-0.882	-0.418	11.101	-5.917	1.73e-05	7.77e-05	0.103
"S100g"	-1.938	-2.63	-1.247	5.032	-5.917	1.73e-05	7.78e-05	0.096
"Npepl1"	1.083	0.697	1.47	9.207	5.914	1.74e-05	7.81e-05	0.072
"Ppp2r2d"	-0.422	-0.573	-0.271	13.795	-5.914	1.74e-05	7.82e-05	0.052
"Unc45a"	0.6	0.386	0.815	11.927	5.913	1.74e-05	7.83e-05	0.334
"Ninj2"	-0.845	-1.146	-0.543	13.164	-5.91	1.75e-05	7.86e-05	0.11
"Rps6kc1"	-0.474	-0.643	-0.305	11.51	-5.91	1.75e-05	7.87e-05	0.155
"Phf10"	0.504	0.324	0.684	13.248	5.909	1.75e-05	7.88e-05	0.079
"Cygb"	-1.24	-1.683	-0.797	13.353	-5.909	1.75e-05	7.88e-05	0.06
"Rhcg"	3.317	2.131	4.503	3.143	5.902	1.78e-05	7.99e-05	0.064
"Ptpn5"	-1.816	-2.466	-1.167	6.84	-5.9	1.79e-05	8.02e-05	0.095
"Sncb"	-2.4	-3.259	-1.541	10.13	-5.897	1.79e-05	8.05e-05	0.099
"Cd47"	0.576	0.37	0.782	11.634	5.895	1.8e-05	8.08e-05	0.121
"Myl3"	0.905	0.581	1.228	4.538	5.895	1.8e-05	8.08e-05	0.088
"Scg5"	-1.816	-2.467	-1.166	13.346	-5.894	1.8e-05	8.09e-05	0.105
"Gjc3"	-0.85	-1.154	-0.545	6.896	-5.893	1.81e-05	8.12e-05	0.081
"Kcnab2"	-1.229	-1.669	-0.789	8.386	-5.893	1.81e-05	8.12e-05	0.065
"Col8a1"	3.102	1.991	4.214	9.332	5.891	1.82e-05	8.14e-05	0.087
"Lrrk2"	-0.699	-0.95	-0.449	8.892	-5.891	1.82e-05	8.14e-05	0.163
"Oaz3"	-0.898	-1.219	-0.576	4.669	-5.891	1.82e-05	8.14e-05	0.125
"Rpl15"	0.346	0.222	0.47	13.415	5.891	1.82e-05	8.14e-05	0.09
"Rnmt"	-0.435	-0.591	-0.279	10.37	-5.89	1.82e-05	8.15e-05	0.1
"Kcnd1"	-0.734	-0.997	-0.471	9.506	-5.887	1.83e-05	8.19e-05	0.084
"Polr1a"	0.688	0.441	0.934	10.363	5.886	1.84e-05	8.21e-05	0.132
"Trim37"	-0.605	-0.822	-0.388	10.006	-5.885	1.84e-05	8.22e-05	0.084
"Cdh9"	-2.437	-3.311	-1.563	3.8	-5.884	1.84e-05	8.23e-05	0.073
"Rplp2"	0.404	0.259	0.549	16.523	5.884	1.84e-05	8.23e-05	0.07
"Slc5a7"	-1.438	-1.954	-0.922	10.387	-5.882	1.85e-05	8.27e-05	0.115
"Apoe"	0.579	0.371	0.787	18.316	5.88	1.86e-05	8.29e-05	0.145
"Echdc1"	-1.092	-1.484	-0.7	10.906	-5.878	1.86e-05	8.32e-05	0.154
"Tmem106c"	-0.599	-0.814	-0.384	8.538	-5.878	1.86e-05	8.32e-05	0.061
"Hdac7"	0.648	0.415	0.881	7.602	5.878	1.87e-05	8.32e-05	0.057
"Golga7b"	-1.872	-2.545	-1.2	5.614	-5.876	1.87e-05	8.35e-05	0.294
"Hspa12a"	-1.137	-1.546	-0.729	8.644	-5.876	1.87e-05	8.35e-05	0.063
"Tmem134"	0.585	0.375	0.795	11.378	5.875	1.87e-05	8.35e-05	0.515
"Ndufa13"	-0.425	-0.578	-0.272	15.372	-5.875	1.88e-05	8.36e-05	0.115
"Slc32a1"	-2.169	-2.948	-1.389	12.422	-5.874	1.88e-05	8.37e-05	0.329
"Gm2a"	1.441	0.923	1.959	11.729	5.874	1.88e-05	8.37e-05	0.119
"Osgep"	0.721	0.462	0.981	12.771	5.871	1.89e-05	8.41e-05	0.298
"Eef1g"	0.451	0.289	0.613	14.496	5.871	1.89e-05	8.41e-05	0.162
"Pik3r6"	1.028	0.658	1.398	5.305	5.871	1.89e-05	8.42e-05	0.105
"RGD1565784"	-0.459	-0.624	-0.294	14.362	-5.869	1.9e-05	8.44e-05	0.39
"Tmem121"	-0.567	-0.771	-0.363	10.606	-5.868	1.9e-05	8.46e-05	0.211
"Mapk8ip2"	-1.943	-2.641	-1.244	8.945	-5.866	1.91e-05	8.48e-05	0.344
"Sfxn3"	0.504	0.323	0.685	12.189	5.866	1.91e-05	8.48e-05	0.533
"Mrpl13"	-0.413	-0.562	-0.264	14.519	-5.864	1.92e-05	8.52e-05	0.201
"Arhgap1"	0.611	0.391	0.831	10.089	5.863	1.92e-05	8.53e-05	0.287
"LOC301725"	0.639	0.409	0.869	11.647	5.863	1.92e-05	8.53e-05	0.131
"Bdh2"	1.072	0.686	1.458	9.841	5.863	1.92e-05	8.53e-05	0.124
"Cyb5r2"	1.014	0.649	1.379	8.098	5.862	1.92e-05	8.54e-05	0.074
"Klhl35"	-0.932	-1.268	-0.596	10.526	-5.862	1.93e-05	8.54e-05	0.099
"Fmo4"	0.712	0.456	0.968	6.643	5.86	1.93e-05	8.57e-05	0.188
"Cd200"	-0.719	-0.978	-0.46	12.23	-5.86	1.93e-05	8.57e-05	0.111
"Gstt1"	0.958	0.613	1.303	8.621	5.858	1.94e-05	8.6e-05	0.121
"Syp"	-1.853	-2.521	-1.185	12.063	-5.856	1.95e-05	8.63e-05	0.141
"Actg1"	0.724	0.463	0.985	15.868	5.855	1.95e-05	8.65e-05	0.26
"Apoc1"	1.887	1.206	2.567	13.036	5.853	1.96e-05	8.68e-05	0.128
"Hspa1a"	1.032	0.66	1.405	9.364	5.851	1.96e-05	8.7e-05	0.161
"Lgals7"	-0.678	-0.922	-0.433	6.663	-5.849	1.97e-05	8.73e-05	0.078
"Klrc3"	3.165	2.023	4.307	3.486	5.848	1.98e-05	8.75e-05	0.151
"Mtus2"	-1.408	-1.916	-0.9	4.955	-5.849	1.98e-05	8.75e-05	0.095
"Slc7a1"	-0.483	-0.657	-0.309	8.899	-5.845	1.99e-05	8.8e-05	0.219
"Pnma2"	-1.16	-1.579	-0.741	10.176	-5.845	1.99e-05	8.8e-05	0.131
"Mapkapk3"	1.082	0.691	1.473	8.86	5.845	1.99e-05	8.81e-05	0.159
"Endog"	-0.908	-1.236	-0.58	10.961	-5.842	2e-05	8.84e-05	0.152
"Kcna2"	-0.603	-0.821	-0.385	8.505	-5.839	2.01e-05	8.9e-05	0.081
"LOC688778"	1.234	0.788	1.68	7.327	5.839	2.01e-05	8.9e-05	0.112
"Rnf214"	-0.437	-0.595	-0.279	8.117	-5.838	2.02e-05	8.92e-05	0.294
"Ccnb2"	1.765	1.127	2.403	7.99	5.837	2.02e-05	8.93e-05	0.158
"Purg"	-1.013	-1.379	-0.647	7.47	-5.835	2.03e-05	8.96e-05	0.065
"Tmem54"	-1.245	-1.695	-0.794	5.975	-5.834	2.04e-05	8.98e-05	0.355
"Mrps31"	-0.547	-0.745	-0.349	13.015	-5.832	2.04e-05	9.01e-05	0.111
"Arsg"	-1.128	-1.536	-0.719	10.779	-5.829	2.05e-05	9.05e-05	0.173
"Rps16"	0.507	0.323	0.691	16.985	5.828	2.06e-05	9.07e-05	0.277
"Nln"	0.652	0.416	0.888	10.349	5.826	2.06e-05	9.1e-05	0.139
"Cd52"	-1.541	-2.099	-0.982	7.528	-5.823	2.08e-05	9.16e-05	0.135
"Otud7a"	-1.054	-1.436	-0.672	6.33	-5.823	2.08e-05	9.16e-05	0.342
"Galk2"	0.57	0.364	0.777	11.381	5.822	2.09e-05	9.18e-05	0.148
"Tab3"	-0.956	-1.302	-0.609	5.161	-5.821	2.09e-05	9.18e-05	0.083
"Tmem39a"	0.648	0.413	0.884	7.541	5.819	2.09e-05	9.22e-05	0.172
"Cpsf4"	0.753	0.48	1.026	11.245	5.817	2.1e-05	9.25e-05	0.267
"Sarm1"	-0.807	-1.1	-0.514	7.733	-5.816	2.11e-05	9.26e-05	0.213
"Asah2"	-0.677	-0.922	-0.431	8.628	-5.815	2.11e-05	9.28e-05	0.106
"Lsm1"	-0.444	-0.605	-0.283	10.45	-5.815	2.11e-05	9.29e-05	0.405
"Slc30a1"	0.9	0.573	1.227	8.833	5.815	2.11e-05	9.29e-05	0.129
"Hipk1"	0.495	0.315	0.675	7.307	5.814	2.12e-05	9.3e-05	0.114
"Cabp7"	-2.055	-2.801	-1.309	9.091	-5.813	2.12e-05	9.3e-05	0.382
"Fgf18"	-1.879	-2.562	-1.197	8.795	-5.811	2.13e-05	9.34e-05	0.114
"Mtdh"	0.39	0.249	0.532	13.362	5.81	2.14e-05	9.37e-05	0.189
"Vom2r36"	-0.692	-0.944	-0.441	6.563	-5.81	2.13e-05	9.37e-05	0.27
"RGD1359108"	-0.476	-0.649	-0.303	9.761	-5.808	2.14e-05	9.39e-05	0.155
"Ankrd35"	-1.691	-2.305	-1.076	9.492	-5.808	2.14e-05	9.4e-05	0.232
"Tnfaip8l1"	1.39	0.885	1.895	5.092	5.807	2.15e-05	9.4e-05	0.27
"Atf7"	0.867	0.552	1.182	7.693	5.806	2.15e-05	9.43e-05	0.13
"Ermn"	-1.515	-2.066	-0.964	11.736	-5.805	2.16e-05	9.44e-05	0.09
"Tigd3"	-1.142	-1.557	-0.727	7.379	-5.805	2.16e-05	9.44e-05	0.233
"Cldn19"	2.342	1.49	3.194	7.704	5.802	2.17e-05	9.5e-05	0.242
"Exd1"	-0.974	-1.329	-0.62	5.911	-5.801	2.17e-05	9.5e-05	0.11
"LOC361963"	-0.637	-0.869	-0.405	12.459	-5.799	2.18e-05	9.53e-05	0.107
"LOC363337"	-1.301	-1.775	-0.828	11.497	-5.799	2.18e-05	9.54e-05	0.11
"Kcnk1"	-1.206	-1.645	-0.767	8.16	-5.799	2.18e-05	9.54e-05	0.296
"Srd5a1"	-0.669	-0.912	-0.425	10.046	-5.798	2.18e-05	9.54e-05	0.424
"Them4"	-1.067	-1.455	-0.678	4.898	-5.797	2.19e-05	9.57e-05	0.121
"Mybbp1a"	0.488	0.31	0.665	10.618	5.794	2.2e-05	9.63e-05	0.386
"Tom1l1"	0.642	0.408	0.876	8.458	5.793	2.21e-05	9.64e-05	0.125
"Rara"	1.033	0.656	1.409	5.735	5.793	2.21e-05	9.64e-05	0.136
"Ncoa2"	-0.477	-0.651	-0.303	7.227	-5.792	2.21e-05	9.65e-05	0.197
"Dnajc5b"	-1.256	-1.714	-0.799	2.146	-5.791	2.22e-05	9.66e-05	0.296
"Pnkd"	-0.747	-1.019	-0.475	9.858	-5.791	2.22e-05	9.66e-05	0.093
"Mrpl15"	-0.578	-0.789	-0.368	11.634	-5.789	2.23e-05	9.7e-05	0.235
"Amph"	-1.12	-1.528	-0.712	9.03	-5.788	2.23e-05	9.72e-05	0.122
"Mgat4b"	1.111	0.705	1.516	9.151	5.787	2.23e-05	9.74e-05	0.192
"Rit2"	-1.251	-1.707	-0.795	11.941	-5.786	2.24e-05	9.75e-05	0.352
"P4ha2"	0.922	0.586	1.259	12.598	5.785	2.24e-05	9.77e-05	0.145
"Pop7"	-0.44	-0.601	-0.28	13.518	-5.784	2.25e-05	9.78e-05	0.219
"Rxra"	0.835	0.531	1.14	9.167	5.784	2.25e-05	9.78e-05	0.106
"Scarf2"	1.585	1.006	2.163	6.027	5.783	2.25e-05	9.8e-05	0.105
"Sec11a"	0.503	0.319	0.686	13.408	5.782	2.26e-05	9.82e-05	0.095
"Nup98"	0.567	0.36	0.775	6.43	5.781	2.26e-05	9.82e-05	0.266
"Fkbp6"	-3.42	-4.67	-2.171	3.63	-5.78	2.27e-05	9.85e-05	0.089
"Snf8"	-0.376	-0.513	-0.238	14.202	-5.78	2.27e-05	9.85e-05	0.068
"Xrcc1"	0.571	0.363	0.78	13.161	5.779	2.27e-05	9.85e-05	0.112
"Pcdh12"	-3.467	-4.733	-2.2	5.073	-5.779	2.27e-05	9.86e-05	0.165
"RGD1564268"	0.586	0.372	0.801	9.747	5.778	2.27e-05	9.88e-05	0.107
"RT1-Db1"	2.398	1.522	3.274	8.773	5.778	2.27e-05	9.88e-05	0.119
"Tmem132e"	-0.879	-1.2	-0.558	8.649	-5.777	2.28e-05	9.88e-05	0.227
"Cox6a1"	-0.483	-0.659	-0.306	17.404	-5.776	2.28e-05	9.9e-05	0.089
"Ndrg3"	-0.87	-1.187	-0.552	10.674	-5.776	2.28e-05	9.9e-05	0.549
"Hlcs"	-1.359	-1.855	-0.862	5.638	-5.775	2.29e-05	9.92e-05	0.344
"Paip2"	-0.602	-0.822	-0.382	14.328	-5.774	2.29e-05	9.94e-05	0.506
"Tmem151a"	-0.952	-1.299	-0.604	9.736	-5.774	2.29e-05	9.94e-05	0.351
